message_id,payload,kafka_timestamp,topic,partition,offset,load_date,record_source
ac9a92e7-3e03-4f46-a032-0786c38fb253,"{""order_id"":""O100008"",""tracking_number"":""1Z18635487714425"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-04T08:17:00Z"",""location"":{""city"":""Dallas"",""region"":""West""},""warehouse_id"":4,""notes"":""Status update: Label Created""}",2024-02-04,retail.order.shipment,0,0,2024-02-01,E2E-order-shipment-event
3df954e8-b303-473d-830b-431b23fe30ad,"{""order_id"":""O100008"",""tracking_number"":""1Z18635487714425"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-05T11:11:00Z"",""location"":{""city"":""Columbus"",""region"":""South""},""warehouse_id"":4,""notes"":""Status update: Picked Up""}",2024-02-05,retail.order.shipment,0,1,2024-02-01,E2E-order-shipment-event
90e5c77d-3c08-4624-b8ec-1ea5549583d3,"{""order_id"":""O100009"",""tracking_number"":""1Z59932132181876"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-11T08:38:00Z"",""location"":{""city"":""Dallas"",""region"":""South""},""warehouse_id"":94,""notes"":""Status update: Label Created""}",2024-02-11,retail.order.shipment,1,5,2024-02-01,E2E-order-shipment-event
48a44e67-d4c7-4007-9596-86bd42925698,"{""order_id"":""O100009"",""tracking_number"":""1Z59932132181876"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-12T11:33:00Z"",""location"":{""city"":""Chicago"",""region"":""South""},""warehouse_id"":94,""notes"":""Status update: Picked Up""}",2024-02-12,retail.order.shipment,1,6,2024-02-01,E2E-order-shipment-event
321e7f05-5cc7-4420-83d4-f7780aed6dba,"{""order_id"":""O100009"",""tracking_number"":""1Z59932132181876"",""carrier"":""USPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-16T14:42:00Z"",""location"":{""city"":""Memphis"",""region"":""West""},""warehouse_id"":94,""notes"":""Status update: In Transit""}",2024-02-16,retail.order.shipment,1,7,2024-02-01,E2E-order-shipment-event
f88a6af4-8cae-4fae-9a21-08093b854c6f,"{""order_id"":""O100009"",""tracking_number"":""1Z59932132181876"",""carrier"":""USPS"",""status"":""OUT_FOR_DELIVERY"",""status_ts"":""2024-02-16T17:27:00Z"",""location"":{""city"":""Seattle"",""region"":""West""},""warehouse_id"":94,""notes"":""Status update: Out For Delivery""}",2024-02-16,retail.order.shipment,1,8,2024-02-01,E2E-order-shipment-event
abfe2985-99c3-4a25-9077-65cfd6ac6b39,"{""order_id"":""O100009"",""tracking_number"":""1Z59932132181876"",""carrier"":""USPS"",""status"":""DELIVERED"",""status_ts"":""2024-02-17T08:40:00Z"",""location"":{""city"":""Denver"",""region"":""East""},""warehouse_id"":94,""notes"":""Status update: Delivered""}",2024-02-17,retail.order.shipment,1,9,2024-02-01,E2E-order-shipment-event
9071eb17-2f7d-42d9-a5e6-c5b4900affce,"{""order_id"":""O100012"",""tracking_number"":""1Z31054186584271"",""carrier"":""UPS"",""status"":""EXCEPTION"",""status_ts"":""2024-02-15T08:16:00Z"",""location"":{""city"":""Louisville"",""region"":""South""},""warehouse_id"":16,""notes"":""Status update: Exception""}",2024-02-15,retail.order.shipment,3,2,2024-02-01,E2E-order-shipment-event
42d547ca-8930-429c-8a4c-60e4160bd108,"{""order_id"":""O100013"",""tracking_number"":""1Z72291896462152"",""carrier"":""DHL"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-17T08:44:00Z"",""location"":{""city"":""Seattle"",""region"":""South""},""warehouse_id"":75,""notes"":""Status update: Label Created""}",2024-02-17,retail.order.shipment,4,0,2024-02-01,E2E-order-shipment-event
33a44fb4-6b13-44a2-9b25-170e7fc04c87,"{""order_id"":""O100013"",""tracking_number"":""1Z72291896462152"",""carrier"":""DHL"",""status"":""PICKED_UP"",""status_ts"":""2024-02-20T11:59:00Z"",""location"":{""city"":""Chicago"",""region"":""East""},""warehouse_id"":75,""notes"":""Status update: Picked Up""}",2024-02-20,retail.order.shipment,4,1,2024-02-01,E2E-order-shipment-event
02a61b0a-29f5-4499-b9d3-da826b3d1638,"{""order_id"":""O100016"",""tracking_number"":""1Z25130285523180"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-17T08:42:00Z"",""location"":{""city"":""Memphis"",""region"":""West""},""warehouse_id"":15,""notes"":""Status update: Label Created""}",2024-02-17,retail.order.shipment,7,1,2024-02-01,E2E-order-shipment-event
39fcf378-cde1-4b21-9a19-76f2a9e279ee,"{""order_id"":""O100016"",""tracking_number"":""1Z25130285523180"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-20T11:25:00Z"",""location"":{""city"":""Columbus"",""region"":""East""},""warehouse_id"":15,""notes"":""Status update: Picked Up""}",2024-02-20,retail.order.shipment,7,2,2024-02-01,E2E-order-shipment-event
bfda8b50-f6a9-42dd-b6f8-b14099f9243b,"{""order_id"":""O100016"",""tracking_number"":""1Z25130285523180"",""carrier"":""USPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-22T14:55:00Z"",""location"":{""city"":""Memphis"",""region"":""East""},""warehouse_id"":15,""notes"":""Status update: In Transit""}",2024-02-22,retail.order.shipment,7,3,2024-02-01,E2E-order-shipment-event
8081e962-8669-4c2a-9aef-4f1373569172,"{""order_id"":""O100016"",""tracking_number"":""1Z25130285523180"",""carrier"":""USPS"",""status"":""OUT_FOR_DELIVERY"",""status_ts"":""2024-02-22T17:28:00Z"",""location"":{""city"":""Memphis"",""region"":""North""},""warehouse_id"":15,""notes"":""Status update: Out For Delivery""}",2024-02-22,retail.order.shipment,7,4,2024-02-01,E2E-order-shipment-event
13b4cefe-6dd7-4af3-8c59-faf8a7178036,"{""order_id"":""O100016"",""tracking_number"":""1Z25130285523180"",""carrier"":""USPS"",""status"":""DELIVERED"",""status_ts"":""2024-02-21T08:53:00Z"",""location"":{""city"":""Denver"",""region"":""West""},""warehouse_id"":15,""notes"":""Status update: Delivered""}",2024-02-21,retail.order.shipment,7,5,2024-02-01,E2E-order-shipment-event
a05a8f46-273a-4eb8-aec4-82fa57405fb5,"{""order_id"":""O100023"",""tracking_number"":""1Z57434166284399"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-12T08:38:00Z"",""location"":{""city"":""Atlanta"",""region"":""South""},""warehouse_id"":94,""notes"":""Status update: Label Created""}",2024-02-12,retail.order.shipment,5,0,2024-02-01,E2E-order-shipment-event
4bfe78bd-5285-40bd-9c00-a8af27297231,"{""order_id"":""O100023"",""tracking_number"":""1Z57434166284399"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-13T11:16:00Z"",""location"":{""city"":""Columbus"",""region"":""South""},""warehouse_id"":94,""notes"":""Status update: Picked Up""}",2024-02-13,retail.order.shipment,5,1,2024-02-01,E2E-order-shipment-event
7bb97976-5ae2-458a-bfa8-5314cf5f3c4a,"{""order_id"":""O100023"",""tracking_number"":""1Z57434166284399"",""carrier"":""USPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-16T14:31:00Z"",""location"":{""city"":""Memphis"",""region"":""West""},""warehouse_id"":94,""notes"":""Status update: In Transit""}",2024-02-16,retail.order.shipment,5,2,2024-02-01,E2E-order-shipment-event
634909af-81f9-4eeb-b4b5-ccb6a61fa196,"{""order_id"":""O100031"",""tracking_number"":""1Z87382354066550"",""carrier"":""FEDEX"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-08T08:05:00Z"",""location"":{""city"":""Dallas"",""region"":""East""},""warehouse_id"":77,""notes"":""Status update: Label Created""}",2024-02-08,retail.order.shipment,4,2,2024-02-01,E2E-order-shipment-event
b1aacde8-0854-4b27-b271-f26a0766c9fa,"{""order_id"":""O100031"",""tracking_number"":""1Z87382354066550"",""carrier"":""FEDEX"",""status"":""PICKED_UP"",""status_ts"":""2024-02-09T11:16:00Z"",""location"":{""city"":""Memphis"",""region"":""North""},""warehouse_id"":77,""notes"":""Status update: Picked Up""}",2024-02-09,retail.order.shipment,4,3,2024-02-01,E2E-order-shipment-event
574742c8-d77d-4471-a6b3-851a21125d34,"{""order_id"":""O100031"",""tracking_number"":""1Z87382354066550"",""carrier"":""FEDEX"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-12T14:19:00Z"",""location"":{""city"":""Memphis"",""region"":""West""},""warehouse_id"":77,""notes"":""Status update: In Transit""}",2024-02-12,retail.order.shipment,4,4,2024-02-01,E2E-order-shipment-event
8354c445-0bad-4ca1-adc4-cbbd2cf1d779,"{""order_id"":""O100031"",""tracking_number"":""1Z87382354066550"",""carrier"":""FEDEX"",""status"":""OUT_FOR_DELIVERY"",""status_ts"":""2024-02-12T17:53:00Z"",""location"":{""city"":""Memphis"",""region"":""South""},""warehouse_id"":77,""notes"":""Status update: Out For Delivery""}",2024-02-12,retail.order.shipment,4,5,2024-02-01,E2E-order-shipment-event
724532cf-b690-4a90-9539-ad59d4738ed1,"{""order_id"":""O100031"",""tracking_number"":""1Z87382354066550"",""carrier"":""FEDEX"",""status"":""DELIVERED"",""status_ts"":""2024-02-12T08:26:00Z"",""location"":{""city"":""Seattle"",""region"":""North""},""warehouse_id"":77,""notes"":""Status update: Delivered""}",2024-02-12,retail.order.shipment,4,6,2024-02-01,E2E-order-shipment-event
4afdcc79-176b-43c0-ab5c-5afe347191b2,"{""order_id"":""O100034"",""tracking_number"":""1Z67585373970807"",""carrier"":""UPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-17T08:20:00Z"",""location"":{""city"":""Memphis"",""region"":""East""},""warehouse_id"":69,""notes"":""Status update: Label Created""}",2024-02-17,retail.order.shipment,7,6,2024-02-01,E2E-order-shipment-event
d9417746-5f16-454d-82c7-8fcb226ac030,"{""order_id"":""O100034"",""tracking_number"":""1Z67585373970807"",""carrier"":""UPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-19T11:16:00Z"",""location"":{""city"":""Dallas"",""region"":""East""},""warehouse_id"":69,""notes"":""Status update: Picked Up""}",2024-02-19,retail.order.shipment,7,7,2024-02-01,E2E-order-shipment-event
01a62352-5389-46a2-a279-df3bbf970ae6,"{""order_id"":""O100034"",""tracking_number"":""1Z67585373970807"",""carrier"":""UPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-21T14:00:00Z"",""location"":{""city"":""Chicago"",""region"":""East""},""warehouse_id"":69,""notes"":""Status update: In Transit""}",2024-02-21,retail.order.shipment,7,8,2024-02-01,E2E-order-shipment-event
b2f361e2-2a19-46d8-af13-f2c246c4c2b5,"{""order_id"":""O100034"",""tracking_number"":""1Z67585373970807"",""carrier"":""UPS"",""status"":""OUT_FOR_DELIVERY"",""status_ts"":""2024-02-21T17:40:00Z"",""location"":{""city"":""Seattle"",""region"":""West""},""warehouse_id"":69,""notes"":""Status update: Out For Delivery""}",2024-02-21,retail.order.shipment,7,9,2024-02-01,E2E-order-shipment-event
868a7567-3b95-490d-8568-8f0956e03a10,"{""order_id"":""O100041"",""tracking_number"":""1Z30331717596763"",""carrier"":""UPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-22T08:41:00Z"",""location"":{""city"":""Denver"",""region"":""North""},""warehouse_id"":10,""notes"":""Status update: Label Created""}",2024-02-22,retail.order.shipment,5,3,2024-02-01,E2E-order-shipment-event
641b8533-a1d0-4e07-b242-d969ba66e9c2,"{""order_id"":""O100041"",""tracking_number"":""1Z30331717596763"",""carrier"":""UPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-24T11:15:00Z"",""location"":{""city"":""Memphis"",""region"":""South""},""warehouse_id"":10,""notes"":""Status update: Picked Up""}",2024-02-24,retail.order.shipment,5,4,2024-02-01,E2E-order-shipment-event
53081328-21e3-4899-ab7b-24863352f6a6,"{""order_id"":""O100041"",""tracking_number"":""1Z30331717596763"",""carrier"":""UPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-28T14:16:00Z"",""location"":{""city"":""Chicago"",""region"":""East""},""warehouse_id"":10,""notes"":""Status update: In Transit""}",2024-02-28,retail.order.shipment,5,5,2024-02-01,E2E-order-shipment-event
696abd72-1e20-432c-8fe4-1b9b18837c68,"{""order_id"":""O100041"",""tracking_number"":""1Z30331717596763"",""carrier"":""UPS"",""status"":""OUT_FOR_DELIVERY"",""status_ts"":""2024-02-28T17:28:00Z"",""location"":{""city"":""Atlanta"",""region"":""South""},""warehouse_id"":10,""notes"":""Status update: Out For Delivery""}",2024-02-28,retail.order.shipment,5,6,2024-02-01,E2E-order-shipment-event
d52e1a57-7c8b-4589-9667-903a7fef61ee,"{""order_id"":""O100041"",""tracking_number"":""1Z30331717596763"",""carrier"":""UPS"",""status"":""DELIVERED"",""status_ts"":""2024-02-29T08:59:00Z"",""location"":{""city"":""Columbus"",""region"":""South""},""warehouse_id"":10,""notes"":""Status update: Delivered""}",2024-02-29,retail.order.shipment,5,7,2024-02-01,E2E-order-shipment-event
e5b152c0-41de-453b-9013-6918cbdb7f0a,"{""order_id"":""O100045"",""tracking_number"":""1Z73342299471178"",""carrier"":""DHL"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-28T08:29:00Z"",""location"":{""city"":""Atlanta"",""region"":""East""},""warehouse_id"":59,""notes"":""Status update: Label Created""}",2024-02-28,retail.order.shipment,1,10,2024-02-01,E2E-order-shipment-event
764bc921-bfd3-4a7a-99a5-3fc0d2244a76,"{""order_id"":""O100050"",""tracking_number"":""1Z39640782504755"",""carrier"":""FEDEX"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-16T08:46:00Z"",""location"":{""city"":""Dallas"",""region"":""West""},""warehouse_id"":89,""notes"":""Status update: Label Created""}",2024-02-16,retail.order.shipment,5,8,2024-02-01,E2E-order-shipment-event
9179948b-d9dc-4a35-8ff7-e38985cbd22d,"{""order_id"":""O100050"",""tracking_number"":""1Z39640782504755"",""carrier"":""FEDEX"",""status"":""PICKED_UP"",""status_ts"":""2024-02-17T11:34:00Z"",""location"":{""city"":""Chicago"",""region"":""South""},""warehouse_id"":89,""notes"":""Status update: Picked Up""}",2024-02-17,retail.order.shipment,5,9,2024-02-01,E2E-order-shipment-event
c04ea19b-4cdf-45e6-b041-52fbf9dd1ba8,"{""order_id"":""O100050"",""tracking_number"":""1Z39640782504755"",""carrier"":""FEDEX"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-21T14:15:00Z"",""location"":{""city"":""Memphis"",""region"":""South""},""warehouse_id"":89,""notes"":""Status update: In Transit""}",2024-02-21,retail.order.shipment,5,10,2024-02-01,E2E-order-shipment-event
899ce8bd-4873-4efd-aae5-f3e621952f8d,"{""order_id"":""O100050"",""tracking_number"":""1Z39640782504755"",""carrier"":""FEDEX"",""status"":""OUT_FOR_DELIVERY"",""status_ts"":""2024-02-21T17:59:00Z"",""location"":{""city"":""Denver"",""region"":""East""},""warehouse_id"":89,""notes"":""Status update: Out For Delivery""}",2024-02-21,retail.order.shipment,5,11,2024-02-01,E2E-order-shipment-event
3d77be17-57dc-4fac-94b6-f0b6c2875252,"{""order_id"":""O100050"",""tracking_number"":""1Z39640782504755"",""carrier"":""FEDEX"",""status"":""DELIVERED"",""status_ts"":""2024-02-22T08:02:00Z"",""location"":{""city"":""Columbus"",""region"":""East""},""warehouse_id"":89,""notes"":""Status update: Delivered""}",2024-02-22,retail.order.shipment,5,12,2024-02-01,E2E-order-shipment-event
44ca32fd-adae-4d75-9ed2-e0c2ad0cb099,"{""order_id"":""O100053"",""tracking_number"":""1Z88950287989705"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-16T08:30:00Z"",""location"":{""city"":""Louisville"",""region"":""West""},""warehouse_id"":89,""notes"":""Status update: Label Created""}",2024-02-16,retail.order.shipment,0,2,2024-02-01,E2E-order-shipment-event
898f4a7b-5d1e-4157-b235-a47cd078e988,"{""order_id"":""O100053"",""tracking_number"":""1Z88950287989705"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-18T11:28:00Z"",""location"":{""city"":""Seattle"",""region"":""East""},""warehouse_id"":89,""notes"":""Status update: Picked Up""}",2024-02-18,retail.order.shipment,0,3,2024-02-01,E2E-order-shipment-event
28e7b4d1-84af-457b-b39e-c02e28af85f9,"{""order_id"":""O100053"",""tracking_number"":""1Z88950287989705"",""carrier"":""USPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-21T14:03:00Z"",""location"":{""city"":""Columbus"",""region"":""East""},""warehouse_id"":89,""notes"":""Status update: In Transit""}",2024-02-21,retail.order.shipment,0,4,2024-02-01,E2E-order-shipment-event
763e202d-b165-4fd6-802e-dd2fd4f823e9,"{""order_id"":""O100056"",""tracking_number"":""1Z21274429101829"",""carrier"":""FEDEX"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-12T08:16:00Z"",""location"":{""city"":""Chicago"",""region"":""South""},""warehouse_id"":88,""notes"":""Status update: Label Created""}",2024-02-12,retail.order.shipment,3,3,2024-02-01,E2E-order-shipment-event
9d06d818-2cf8-4c69-91f0-f4a5d1325cc6,"{""order_id"":""O100056"",""tracking_number"":""1Z21274429101829"",""carrier"":""FEDEX"",""status"":""PICKED_UP"",""status_ts"":""2024-02-15T11:05:00Z"",""location"":{""city"":""Denver"",""region"":""South""},""warehouse_id"":88,""notes"":""Status update: Picked Up""}",2024-02-15,retail.order.shipment,3,4,2024-02-01,E2E-order-shipment-event
69ba3b14-4579-4e1c-859a-475d82710d0d,"{""order_id"":""O100056"",""tracking_number"":""1Z21274429101829"",""carrier"":""FEDEX"",""status"":""IN_TRANSIT"",""status_ts"":""2024-02-19T14:06:00Z"",""location"":{""city"":""Denver"",""region"":""South""},""warehouse_id"":88,""notes"":""Status update: In Transit""}",2024-02-19,retail.order.shipment,3,5,2024-02-01,E2E-order-shipment-event
bb8bb5f7-99f1-40cf-9ddc-edf8df467c2a,"{""order_id"":""O100058"",""tracking_number"":""1Z63881338947264"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-06T08:19:00Z"",""location"":{""city"":""Columbus"",""region"":""South""},""warehouse_id"":6,""notes"":""Status update: Label Created""}",2024-02-06,retail.order.shipment,5,13,2024-02-01,E2E-order-shipment-event
bc621dff-4175-4f3f-a223-4e9f605b1769,"{""order_id"":""O100058"",""tracking_number"":""1Z63881338947264"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-08T11:58:00Z"",""location"":{""city"":""Louisville"",""region"":""West""},""warehouse_id"":6,""notes"":""Status update: Picked Up""}",2024-02-08,retail.order.shipment,5,14,2024-02-01,E2E-order-shipment-event
252d244e-ffcb-4e25-998e-171a3e995322,"{""order_id"":""O100061"",""tracking_number"":""1Z35775656429169"",""carrier"":""USPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-28T08:40:00Z"",""location"":{""city"":""Denver"",""region"":""East""},""warehouse_id"":80,""notes"":""Status update: Label Created""}",2024-02-28,retail.order.shipment,7,10,2024-02-01,E2E-order-shipment-event
711b64ab-0777-4a45-b1a4-339fdbc91f09,"{""order_id"":""O100061"",""tracking_number"":""1Z35775656429169"",""carrier"":""USPS"",""status"":""PICKED_UP"",""status_ts"":""2024-03-02T11:49:00Z"",""location"":{""city"":""Memphis"",""region"":""North""},""warehouse_id"":80,""notes"":""Status update: Picked Up""}",2024-03-02,retail.order.shipment,7,11,2024-02-01,E2E-order-shipment-event
3b165d61-72f6-4f1b-b6b1-394baddb9ce2,"{""order_id"":""O100061"",""tracking_number"":""1Z35775656429169"",""carrier"":""USPS"",""status"":""IN_TRANSIT"",""status_ts"":""2024-03-05T14:35:00Z"",""location"":{""city"":""Denver"",""region"":""South""},""warehouse_id"":80,""notes"":""Status update: In Transit""}",2024-03-05,retail.order.shipment,7,12,2024-02-01,E2E-order-shipment-event
c7728c6b-842d-45ac-aca4-9bad1968b68c,"{""order_id"":""O100063"",""tracking_number"":""1Z39474782065094"",""carrier"":""DHL"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-09T08:16:00Z"",""location"":{""city"":""Atlanta"",""region"":""East""},""warehouse_id"":53,""notes"":""Status update: Label Created""}",2024-02-09,retail.order.shipment,1,11,2024-02-01,E2E-order-shipment-event
d22133d0-fe70-48a1-a858-4bf70dc3e55b,"{""order_id"":""O100063"",""tracking_number"":""1Z39474782065094"",""carrier"":""DHL"",""status"":""PICKED_UP"",""status_ts"":""2024-02-10T11:47:00Z"",""location"":{""city"":""Seattle"",""region"":""North""},""warehouse_id"":53,""notes"":""Status update: Picked Up""}",2024-02-10,retail.order.shipment,1,12,2024-02-01,E2E-order-shipment-event
e7cd42f9-578a-4328-8387-50cc8f6fce6c,"{""order_id"":""O100064"",""tracking_number"":""1Z49552967219633"",""carrier"":""DHL"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-02T08:49:00Z"",""location"":{""city"":""Dallas"",""region"":""West""},""warehouse_id"":26,""notes"":""Status update: Label Created""}",2024-02-02,retail.order.shipment,2,5,2024-02-01,E2E-order-shipment-event
e3d0e43f-8e4b-40e7-98f7-cd3758e3aeee,"{""order_id"":""O100064"",""tracking_number"":""1Z49552967219633"",""carrier"":""DHL"",""status"":""PICKED_UP"",""status_ts"":""2024-02-03T11:34:00Z"",""location"":{""city"":""Columbus"",""region"":""South""},""warehouse_id"":26,""notes"":""Status update: Picked Up""}",2024-02-03,retail.order.shipment,2,6,2024-02-01,E2E-order-shipment-event
35cc6a36-dfce-4a6f-b027-ba9dbca34087,"{""order_id"":""O100065"",""tracking_number"":""1Z88263932933384"",""carrier"":""UPS"",""status"":""LABEL_CREATED"",""status_ts"":""2024-02-20T08:59:00Z"",""location"":{""city"":""Denver"",""region"":""North""},""warehouse_id"":10,""notes"":""Status update: Label Created""}",2024-02-20,retail.order.shipment,3,6,2024-02-01,E2E-order-shipment-event
0cffe646-94f6-4cc8-af74-b7589c542efc,"{""order_id"":""O100065"",""tracking_number"":""1Z88263932933384"",""carrier"":""UPS"",""status"":""PICKED_UP"",""status_ts"":""2024-02-23T11:38:00Z"",""location"":{""city"":""Memphis"",""region"":""North""},""warehouse_id"":10,""notes"":""Status update: Picked Up""}",2024-02-23,retail.order.shipment,3,7,2024-02-01,E2E-order-shipment-event
